fight_fighter,opponent,fight_result,kd,str,td,sub,event,event_date,method,round,time
Charles Oliveira,Christos Giagos,win,0 0,28 18,2 0,1 0,UFC Fight Night: Marreta vs. Anders,"September. 22, 2018",SUB Rear Naked Choke,2,3:22
Charles Oliveira,Clay Guida,win,0 0,14 9,0 0,1 0,UFC 225: Whittaker vs. Romero 2,"June. 9, 2018",SUB Guillotine Choke,1,2:18
Charles Oliveira,Paul Felder,loss,0 0,6 31,2 0,2 0,UFC 218: Holloway vs. Aldo 2,"December. 2, 2017",KO/TKO Elbows,2,4:06
Charles Oliveira,Will Brooks,win,0 0,3 4,2 0,1 0,UFC 210: Cormier vs. Johnson 2,"April. 8, 2017",SUB Rear Naked Choke,1,2:30
Charles Oliveira,Ricardo Lamas,loss,0 0,13 11,2 1,2 1,UFC Fight Night: Dos Anjos vs. Ferguson,"November. 5, 2016",SUB Guillotine Choke,2,2:13
Charles Oliveira,Anthony Pettis,loss,0 0,41 53,4 0,0 1,UFC on FOX: Maia vs. Condit,"August. 27, 2016",SUB Guillotine Choke,3,1:49
Charles Oliveira,Myles Jury,win,0 0,5 5,1 0,1 0,UFC on FOX: Dos Anjos vs. Cowboy 2,"December. 19, 2015",SUB Guillotine Choke,1,3:05
Charles Oliveira,Max Holloway,loss,0 0,5 14,0 0,0 0,UFC Fight Night: Holloway vs Oliveira,"August. 23, 2015",KO/TKO,1,1:39
Charles Oliveira,Nik Lentz,win,1 0,64 37,1 2,2 1,UFC Fight Night: Condit vs Alves,"May. 30, 2015",SUB Guillotine Choke,3,1:10
Charles Oliveira,Jeremy Stephens,win,0 0,43 48,2 0,3 0,The Ultimate Fighter: A Champion Will Be Crowned Finale,"December. 12, 2014",U-DEC,3,5:00
Charles Oliveira,Hatsu Hioki,win,0 0,24 11,3 3,2 0,UFC Fight Night: Te Huna vs Marquardt,"June. 28, 2014",SUB Anaconda Choke,2,4:32
Charles Oliveira,Andy Ogle,win,0 0,23 21,3 1,2 0,UFC Fight Night: Machida vs Mousasi,"February. 15, 2014",SUB Triangle Choke,3,2:40
Charles Oliveira,Frankie Edgar,loss,0 0,38 81,0 2,1 0,UFC 162: Silva vs Weidman,"July. 6, 2013",U-DEC,3,5:00
Charles Oliveira,Cub Swanson,loss,0 1,6 9,1 0,0 0,UFC 152: Jones vs Belfort,"September. 22, 2012",KO/TKO Punch,1,2:40
Charles Oliveira,Jonathan Brookins,win,0 0,42 27,1 1,1 1,The Ultimate Fighter: Live Finale,"June. 1, 2012",SUB Anaconda Choke,2,2:42
Charles Oliveira,Eric Wisely,win,0 0,6 2,1 0,2 0,UFC on FOX: Evans vs Davis,"January. 28, 2012",SUB Calf Slicer,1,1:43
Charles Oliveira,Donald Cerrone,loss,0 0,10 30,0 0,0 0,UFC Live: Hardy vs Lytle,"August. 14, 2011",KO/TKO Punches,1,3:01
Charles Oliveira,Nik Lentz,nc,1 0,31 14,1 2,3 2,UFC Live: Kongo vs Barry,"June. 26, 2011",Overturned,2,1:48
Charles Oliveira,Jim Miller,loss,0 0,5 1,0 1,0 2,UFC 124: St-Pierre vs Koscheck 2,"December. 11, 2010",SUB Kneebar,1,1:59
Charles Oliveira,Efrain Escudero,win,0 0,35 13,2 0,1 0,UFC Fight Night: Marquardt vs Palhares,"September. 15, 2010",SUB Rear Naked Choke,3,2:25
Charles Oliveira,Darren Elkins,win,0 0,3 0,0 1,2 0,UFC Live: Jones vs Matyushenko,"August. 1, 2010",SUB Triangle Armbar,1,0:41
Jorge Oliveira,Marvin Eastman,draw,-- --,-- --,-- --,-- --,WFA - King of the Streets,"July. 22, 2006",S-DEC,3,5:00
Ednaldo Oliveira,Francimar Barroso,loss,0 0,19 31,0 2,0 0,UFC 163: Aldo vs Jung,"August. 3, 2013",U-DEC,3,5:00
Ednaldo Oliveira,Gabriel Gonzaga,loss,0 0,0 2,0 2,0 1,UFC 142: Aldo vs Mendes,"January. 14, 2012",SUB Rear Naked Choke,1,3:22
Alex Oliveira,Kevin Holland,loss,0 1,21 50,2 0,1 0,UFC 272: Covington vs. Masvidal,"March. 5, 2022",KO/TKO Elbows,2,0:38
Alex Oliveira,Niko Price,loss,0 0,65 64,1 1,0 0,UFC Fight Night: Santos vs. Walker,"October. 2, 2021",U-DEC,3,5:00
Alex Oliveira,Randy Brown,loss,0 1,7 16,0 0,0 1,UFC 261: Usman vs. Masvidal 2,"April. 24, 2021",SUB Rear Naked Choke,1,2:50
Alex Oliveira,Shavkat Rakhmonov,loss,0 0,9 13,0 0,0 1,UFC 254: Khabib vs. Gaethje,"October. 24, 2020",SUB Guillotine Choke,1,4:40
Alex Oliveira,Peter Sobotta,win,1 0,45 29,0 0,0 0,UFC Fight Night: Whittaker vs. Till,"July. 25, 2020",U-DEC,3,5:00
Alex Oliveira,Max Griffin,win,0 0,40 23,1 2,0 0,UFC 248: Adesanya vs. Romero,"March. 7, 2020",S-DEC,3,5:00
Alex Oliveira,Nicolas Dalby,loss,0 0,18 31,3 1,0 0,UFC Fight Night: Hermansson vs. Cannonier,"September. 28, 2019",U-DEC,3,5:00
Alex Oliveira,Mike Perry,loss,0 0,48 65,0 0,0 0,UFC Fight Night: Jacare vs. Hermansson,"April. 27, 2019",U-DEC,3,5:00
Alex Oliveira,Gunnar Nelson,loss,0 0,36 11,0 2,0 1,UFC 231: Holloway vs. Ortega,"December. 8, 2018",SUB Rear Naked Choke,2,4:17
Alex Oliveira,Carlo Pedersoli Jr.,win,0 0,7 2,0 0,0 0,UFC Fight Night: Marreta vs. Anders,"September. 22, 2018",KO/TKO Punch,1,0:39
Alex Oliveira,Carlos Condit,win,0 0,9 12,3 1,1 1,UFC Fight Night: Poirier vs. Gaethje,"April. 14, 2018",SUB Guillotine Choke,2,3:17
Alex Oliveira,Yancy Medeiros,loss,2 2,93 75,2 1,0 0,UFC 218: Holloway vs. Aldo 2,"December. 2, 2017",KO/TKO Punches,3,2:02
Alex Oliveira,Ryan LaFlare,win,1 0,8 5,0 0,1 0,UFC Fight Night: Weidman vs. Gastelum,"July. 22, 2017",KO/TKO Punch,2,1:50
Alex Oliveira,Tim Means,win,0 0,12 9,6 0,1 0,UFC Fight Night: Belfort vs. Gastelum,"March. 11, 2017",SUB Rear Naked Choke,2,2:38
Alex Oliveira,Tim Means,nc,1 0,6 17,1 1,0 0,UFC 207: Nunes vs. Rousey,"December. 30, 2016",CNC,1,3:33
Alex Oliveira,Will Brooks,win,0 0,48 16,4 4,1 0,UFC Fight Night: Lineker vs. Dodson,"October. 1, 2016",KO/TKO Punches,3,3:30
Alex Oliveira,James Moontasri,win,0 0,58 12,2 0,0 0,UFC on FOX: Holm vs. Shevchenko,"July. 23, 2016",U-DEC,3,5:00
Alex Oliveira,Donald Cerrone,loss,0 0,14 4,0 1,0 1,UFC Fight Night: Cowboy vs Cowboy,"February. 21, 2016",SUB Triangle Choke,1,2:33
Alex Oliveira,Piotr Hallmann,win,1 0,42 36,0 1,0 0,UFC Fight Night: Belfort vs Henderson 3,"November. 7, 2015",KO/TKO Punch,3,0:51
Alex Oliveira,Joe Merritt,win,0 0,11 23,5 0,2 0,UFC Fight Night: Machida vs Romero,"June. 27, 2015",U-DEC,3,5:00
Alex Oliveira,KJ Noons,win,0 0,3 7,3 0,1 0,UFC Fight Night: Condit vs Alves,"May. 30, 2015",SUB Rear Naked Choke,1,2:51
Alex Oliveira,Gilbert Burns,loss,0 0,29 17,0 2,0 2,UFC Fight Night: Maia vs LaFlare,"March. 21, 2015",SUB Armbar,3,4:14
Maria Oliveira,Diana Belbita,loss,0 0,64 106,2 1,0 0,UFC 289: Nunes vs. Aldana,"June. 10, 2023",U-DEC,3,5:00
Maria Oliveira,Vanessa Demopoulos,loss,0 1,83 55,0 2,0 0,UFC Fight Night: Nzechukwu vs. Cutelaba,"November. 19, 2022",U-DEC,3,5:00
Maria Oliveira,Gloria de Paula,win,0 0,96 105,2 2,0 0,UFC Fight Night: Kattar vs. Emmett,"June. 18, 2022",S-DEC,3,5:00
Maria Oliveira,Tabatha Ricci,loss,0 0,66 62,0 5,0 0,UFC Fight Night: Costa vs. Vettori,"October. 23, 2021",U-DEC,3,5:00
Maria Oliveira,Marina Rodriguez,loss,0 0,8 35,0 1,0 0,DWCS Brazil 1.2,"August. 11, 2018",KO/TKO Punches,1,3:03
Bruno Oliveira,Carlos Ulberg,loss,0 1,7 10,0 0,0 0,DWCS 4.8,"November. 4, 2020",KO/TKO Punch,1,2:02
Saimon Oliveira,Luan Lacerda,loss,0 0,21 24,1 3,0 1,UFC Fight Night: Oliveira vs. Gamrot,"October. 11, 2025",SUB Armbar,2,3:55
Saimon Oliveira,David Martinez,loss,0 1,7 27,0 0,0 0,UFC Fight Night: Moreno vs. Erceg,"March. 29, 2025",KO/TKO Knee,1,4:38
Saimon Oliveira,Daniel Marcos,loss,0 1,23 53,0 0,0 0,UFC 283: Teixeira vs. Hill,"January. 21, 2023",KO/TKO Knees,2,2:18
Saimon Oliveira,Tony Gravely,loss,0 0,35 46,0 11,4 0,UFC 270: Ngannou vs. Gane,"January. 22, 2022",U-DEC,3,5:00
Saimon Oliveira,Jose Alday,win,0 0,47 47,3 0,0 0,DWCS 5.2,"September. 7, 2021",S-DEC,3,5:00
Vinicius Oliveira,Kyler Phillips,win,1 0,96 49,1 0,0 0,UFC 318: Holloway vs. Poirier 3,"July. 19, 2025",U-DEC,3,5:00
Vinicius Oliveira,Said Nurmagomedov,win,0 0,43 38,3 1,1 0,UFC Fight Night: Adesanya vs. Imavov,"February. 1, 2025",U-DEC,3,5:00
Vinicius Oliveira,Ricky Simon,win,0 0,96 42,1 2,0 0,UFC 303: Pereira vs. Prochazka 2,"June. 29, 2024",U-DEC,3,5:00
Vinicius Oliveira,Benardo Sopaj,win,1 0,67 45,2 3,0 0,UFC Fight Night: Rozenstruik vs. Gaziev,"March. 2, 2024",KO/TKO Flying Knee,3,4:41
Vinicius Oliveira,Victor Madrigal,win,1 0,29 7,0 0,0 0,DWCS 7.8,"September. 26, 2023",KO/TKO Punches,1,3:02
Ravena Oliveira,Stephanie Luciano,loss,0 0,24 60,0 3,0 1,UFC Fight Night: De Ridder vs. Allen,"October. 18, 2025",SUB Rear Naked Choke,3,2:50
Ravena Oliveira,Tainara Lisboa,loss,0 0,15 18,2 3,0 0,UFC Fight Night: Yusuff vs. Barboza,"October. 14, 2023",U-DEC,3,5:00
Michael Oliveira,Victor Valenzuela,win,3 0,75 30,0 0,0 0,DWCS 9.10,"October. 14, 2025",KO/TKO Punches,2,3:56
Wendell Oliveira Marques,Darren Till,loss,0 0,22 25,0 0,0 0,UFC Fight Night: Condit vs Alves,"May. 30, 2015",KO/TKO Elbows,2,1:37
Wendell Oliveira Marques,Santiago Ponzinibbio,loss,0 1,8 10,0 0,0 0,UFC Fight Night: Bigfoot vs Arlovski,"September. 13, 2014",KO/TKO Punches,1,1:20
Felipe Olivieri,Anthony Rocco Martin,loss,0 0,87 60,0 2,0 1,UFC on FOX: Johnson vs. Bader,"January. 30, 2016",SUB Rear Naked Choke,3,3:02
Andy Ologun,Katsuaki Furuki,win,0 0,40 4,1 0,0 3,Dynamite!! 2010,"December. 31, 2010",U-DEC,3,5:00
Andy Ologun,Yukio Sakaguchi,win,1 0,8 1,0 1,0 2,Dynamite!! 2008,"December. 31, 2008",KO/TKO Punches,1,3:20
Andy Ologun,Daisuke Nakamura,loss,0 0,4 2,0 0,0 3,DREAM 5: Lightweight Grand Prix 2008 Final Round,"July. 21, 2008",SUB Armbar,1,3:41
Shana Olsen,Julia Budd,loss,-- --,-- --,-- --,-- --,Strikeforce Challengers 11,"October. 22, 2010",KO/TKO Punches,2,2:51
Casey Olson,Chris Culley,win,-- --,-- --,-- --,-- --,Strikeforce Challengers 4,"November. 6, 2009",KO/TKO,1,2:32
Casey Olson,Bobby Sanchez,win,0 0,0 0,0 0,2 0,Strikeforce - Tank vs. Buentello,"October. 7, 2006",SUB Guillotine Choke,1,1:58
Casey Olson,Chris Solomon,win,0 0,42 0,4 0,0 0,WEC 23: Hot August Fights,"August. 17, 2006",U-DEC,3,5:00
Casey Olson,Alvin Cacdac,loss,-- --,-- --,-- --,-- --,WEC 22: The Hitmen,"July. 28, 2006",KO/TKO,1,2:28
,,,,,,,,,,,
Cameron Olson,Karl Reed,win,0 0,47 33,3 0,1 0,DWCS 1.6,"August. 15, 2017",U-DEC,3,5:00
Gadzhi Omargadzhiev,Abubakar Nurmagomedov,loss,0 0,38 40,1 1,0 0,UFC 280: Oliveira vs. Makhachev,"October. 22, 2022",U-DEC,3,5:00
Gadzhi Omargadzhiev,Caio Borralho,loss,0 0,12 31,1 1,0 0,UFC Fight Night: Luque vs. Muhammad,"April. 16, 2022",U-DEC,3,3:56
Gadzhi Omargadzhiev,Jansey Silva,win,0 0,10 2,1 0,1 0,DWCS 5.9,"October. 26, 2021",SUB Kneebar,1,4:19
Alan Omer,Arnold Allen,loss,0 0,35 23,2 1,0 1,UFC Fight Night: Jedrzejczyk vs Penne,"June. 20, 2015",SUB Guillotine Choke,3,1:41
Alan Omer,Jim Alers,loss,0 1,58 36,1 2,0 0,UFC Fight Night: Minotauro vs Nelson,"April. 11, 2014",S-DEC,3,5:00
Daniel Omielanczuk,Curtis Blaydes,loss,0 0,51 72,0 0,0 0,UFC 213: Romero vs. Whittaker,"July. 8, 2017",U-DEC,3,5:00
Daniel Omielanczuk,Timothy Johnson,loss,0 0,54 52,0 1,0 0,UFC Fight Night: Manuwa vs. Anderson,"March. 18, 2017",S-DEC,3,5:00
Daniel Omielanczuk,Stefan Struve,loss,0 0,14 9,0 2,0 1,UFC 204: Bisping vs. Henderson,"October. 8, 2016",SUB D'Arce Choke,2,1:41
Daniel Omielanczuk,Aleksei Oleinik,win,0 0,26 8,1 4,0 2,UFC Fight Night: McDonald vs. Lineker,"July. 13, 2016",M-DEC,3,5:00
Daniel Omielanczuk,Jarjis Danho,win,0 0,77 38,0 0,0 0,UFC Fight Night: Silva vs Bisping,"February. 27, 2016",M-DEC,3,1:31
Daniel Omielanczuk,Chris de la Rocha,win,1 0,15 1,0 0,0 0,UFC Fight Night: Bisping vs Leites,"July. 18, 2015",KO/TKO Punch,1,0:48
Daniel Omielanczuk,Anthony Hamilton,loss,0 0,36 83,1 3,0 0,UFC Fight Night: Gonzaga vs Cro Cop 2,"April. 11, 2015",U-DEC,3,5:00
Daniel Omielanczuk,Jared Rosholt,loss,0 0,10 34,0 3,0 0,UFC Fight Night: Minotauro vs Nelson,"April. 11, 2014",U-DEC,3,5:00
Daniel Omielanczuk,Nandor Guelmino,win,1 0,49 56,2 0,1 0,UFC 165: Jones vs Gustafsson,"September. 21, 2013",KO/TKO Punch,3,3:18
Michihiro Omigawa,Tatsuya Kawajiri,loss,0 0,1 14,0 3,1 3,DREAM 18,"December. 31, 2012",U-DEC,3,5:00
Michihiro Omigawa,Manvel Gamburyan,loss,1 0,41 52,0 6,0 0,UFC on FOX: Shogun vs Vera,"August. 4, 2012",U-DEC,3,5:00
Michihiro Omigawa,Iuri Alcantara,loss,0 0,24 60,1 0,0 2,UFC 142: Aldo vs Mendes,"January. 14, 2012",U-DEC,3,5:00
Michihiro Omigawa,Jason Young,win,0 0,25 32,4 2,3 0,UFC 138: Leben vs Munoz,"November. 5, 2011",U-DEC,3,5:00
Michihiro Omigawa,Darren Elkins,loss,0 0,65 78,1 1,0 0,UFC 131: Dos Santos vs Carwin,"June. 11, 2011",U-DEC,3,5:00
Michihiro Omigawa,Chad Mendes,loss,0 0,18 56,0 4,2 0,UFC 126: Silva vs Belfort,"February. 5, 2011",U-DEC,3,5:00
Michihiro Omigawa,Cole Escovedo,win,0 0,1 1,1 0,3 0,DREAM 16,"September. 25, 2010",SUB Armbar,1,2:30
Michihiro Omigawa,Young Sam Jung,win,1 0,21 4,0 0,2 1,DREAM 15,"July. 10, 2010",SUB Guillotine Choke,1,7:31
Michihiro Omigawa,Hiroyuki Takaya,win,1 0,29 14,0 0,0 0,Dynamite!! 2009,"December. 31, 2009",KO/TKO Punch,1,2:54
Michihiro Omigawa,Thiago Tavares,loss,0 0,11 19,1 7,2 0,UFC Fight Night: Swick vs Burkman,"January. 23, 2008",U-DEC,3,5:00
Michihiro Omigawa,Matt Wiman,loss,0 0,33 59,1 4,1 0,UFC 76: Knockout,"September. 22, 2007",U-DEC,3,5:00
Michihiro Omigawa,Aaron Riley,loss,0 1,10 36,2 0,0 0,PRIDE Bushido 7,"May. 22, 2005",KO/TKO Kick,1,6:00
David Onama,Steve Garcia,loss,0 1,2 33,0 0,0 0,UFC Fight Night: Garcia vs. Onama,"November. 1, 2025",KO/TKO Punches,1,3:34
David Onama,Giga Chikadze,win,0 0,49 43,3 0,0 0,UFC Fight Night: Machado Garry vs. Prates,"April. 26, 2025",U-DEC,3,5:00
David Onama,Roberto Romero,win,1 1,121 74,1 0,1 0,UFC 309: Jones vs. Miocic,"November. 16, 2024",U-DEC,3,5:00
David Onama,Jonathan Pearce,win,0 0,58 57,0 5,1 1,UFC Fight Night: Nicolau vs. Perez,"April. 27, 2024",U-DEC,3,5:00
David Onama,Gabriel Santos,win,1 0,53 39,0 2,0 2,UFC Fight Night: Emmett vs. Topuria,"June. 24, 2023",KO/TKO Punch,2,4:13
David Onama,Nate Landwehr,loss,1 0,71 91,1 3,0 2,UFC Fight Night: Vera vs. Cruz,"August. 13, 2022",M-DEC,3,5:00
David Onama,Garrett Armfield,win,0 0,29 21,2 0,1 0,UFC Fight Night: Dos Anjos vs. Fiziev,"July. 9, 2022",SUB Arm Triangle,2,3:13
David Onama,Gabriel Benitez,win,1 0,36 46,0 0,0 0,UFC Fight Night: Walker vs. Hill,"February. 19, 2022",KO/TKO Punches,1,4:24
David Onama,Mason Jones,loss,0 0,90 87,0 8,0 0,UFC Fight Night: Costa vs. Vettori,"October. 23, 2021",U-DEC,3,5:00
Charlie Ontiveros,Gabriel Benitez,loss,0 0,22 37,0 1,0 0,UFC Fight Night: Vera vs. Cruz,"August. 13, 2022",KO/TKO Punches,1,3:33
Charlie Ontiveros,Steve Garcia,loss,2 0,7 34,0 3,0 0,UFC Fight Night: Dern vs. Rodriguez,"October. 9, 2021",KO/TKO Punches,2,1:51
Charlie Ontiveros,Kevin Holland,loss,0 0,2 11,0 2,0 0,UFC Fight Night: Hall vs. Silva,"October. 31, 2020",SUB Injury,1,2:39
Chibwikem Onyenegecha,Anthony Adams,win,0 0,84 51,0 0,0 0,DWCS 2.5,"July. 17, 2018",S-DEC,3,5:00
Myktybek Orolbai,Jack Hermansson,win,1 0,15 19,0 0,0 0,UFC Fight Night: Tsarukyan vs. Hooker,"November. 22, 2025",KO/TKO Punch,1,2:46
Myktybek Orolbai,Tofiq Musayev,win,0 0,2 2,3 0,1 0,UFC Fight Night: Hill vs. Rountree Jr.,"June. 21, 2025",SUB Kimura,1,4:35
Myktybek Orolbai,Mateusz Rebecki,loss,0 1,61 71,2 3,0 0,UFC 308: Topuria vs. Holloway,"October. 26, 2024",S-DEC,3,5:00
Myktybek Orolbai,Elves Brener,win,1 0,65 48,5 3,0 0,UFC 301: Pantoja vs. Erceg,"May. 4, 2024",U-DEC,3,5:00
Myktybek Orolbai,Uros Medic,win,0 0,8 14,7 0,1 0,UFC Fight Night: Allen vs. Craig,"November. 18, 2023",SUB Neck Crank,2,4:12
Sam Oropeza,Don Carlo-Clauss,win,0 0,32 6,1 0,0 0,Strikeforce - Fedor vs. Silva,"February. 12, 2011",KO/TKO Punches,1,4:10
Brian Ortega,Aljamain Sterling,loss,0 0,55 124,0 3,0 0,UFC Fight Night: Walker vs. Zhang,"August. 23, 2025",U-DEC,5,5:00
Brian Ortega,Diego Lopes,loss,0 0,63 106,0 1,0 0,UFC 306: Riyadh Season Noche UFC,"September. 14, 2024",U-DEC,3,5:00
Brian Ortega,Yair Rodriguez,win,0 1,28 55,3 0,1 0,UFC Fight Night: Moreno vs. Royval 2,"February. 24, 2024",SUB Arm Triangle,3,0:58
Brian Ortega,Yair Rodriguez,loss,0 0,22 23,1 0,0 0,UFC Fight Night: Ortega vs. Rodriguez,"July. 16, 2022",KO/TKO,1,4:11
Brian Ortega,Alexander Volkanovski,loss,0 0,88 214,2 0,3 0,UFC 266: Volkanovski vs. Ortega,,U-DEC,5,5:00
Brian Ortega,Chan Sung Jung,win,2 0,127 62,3 0,0 0,UFC Fight Night: Ortega vs. The Korean Zombie,"October. 17, 2020",U-DEC,5,5:00
Brian Ortega,Max Holloway,loss,0 0,110 290,2 1,0 0,UFC 231: Holloway vs. Ortega,,KO/TKO,4,5:00
Brian Ortega,Frankie Edgar,win,1 0,25 27,0 0,0 0,UFC 222: Cyborg vs. Kunitskaya,"March. 3, 2018",KO/TKO Punch,1,4:44
Brian Ortega,Cub Swanson,win,0 0,24 60,0 0,2 0,UFC Fight Night: Swanson vs. Ortega,"December. 9, 2017",SUB Guillotine Choke,2,3:22
Brian Ortega,Renato Moicano,win,0 0,65 109,0 2,1 0,UFC 214: Cormier vs. Jones 2,"July. 29, 2017",SUB Guillotine Choke,3,2:59
Brian Ortega,Clay Guida,win,1 1,62 62,0 0,0 0,UFC 199: Rockhold vs. Bisping 2,"June. 4, 2016",KO/TKO Knee,3,4:40
Brian Ortega,Diego Brandao,win,0 0,29 56,0 2,2 0,UFC 195: Lawler vs Condit,"January. 2, 2016",SUB Triangle Choke,3,1:37
Brian Ortega,Thiago Tavares,win,1 0,41 39,0 6,1 0,UFC Fight Night: Boetsch vs Henderson,"June. 6, 2015",KO/TKO Punch,3,4:10
Brian Ortega,Mike de la Torre,nc,0 0,3 6,1 0,2 0,UFC on FOX: Lawler vs Brown,"July. 26, 2014",Overturned,1,1:39
Tito Ortiz,Forrest Griffin,loss,0 0,49 85,3 0,0 0,UFC 148: Silva vs Sonnen 2,"July. 7, 2012",U-DEC,3,5:00
Tito Ortiz,Rogerio Nogueira,loss,0 1,9 54,0 0,0 0,UFC 140: Jones vs Machida,"December. 10, 2011",KO/TKO Punches,1,3:15
Tito Ortiz,Rashad Evans,loss,0 0,5 48,1 1,1 0,UFC 133: Evans vs Ortiz 2,"August. 6, 2011",KO/TKO Knee,2,4:48
Tito Ortiz,Ryan Bader,win,1 0,6 4,0 0,1 0,UFC 132: Cruz vs Faber,"July. 2, 2011",SUB Guillotine Choke,1,1:56
Tito Ortiz,Matt Hamill,loss,0 0,37 41,0 3,0 0,UFC 121: Lesnar vs Velasquez,"October. 23, 2010",U-DEC,3,5:00
Tito Ortiz,Forrest Griffin,loss,0 0,24 70,3 0,0 0,UFC 106: Ortiz vs Griffin 2,"November. 21, 2009",S-DEC,3,5:00
Tito Ortiz,Lyoto Machida,loss,0 1,16 41,0 1,2 0,UFC 84: Ill Will,"May. 24, 2008",U-DEC,3,5:00
Tito Ortiz,Rashad Evans,draw,0 0,24 19,3 2,1 0,UFC 73: Stacked,"July. 7, 2007",U-DEC,3,5:00
Tito Ortiz,Chuck Liddell,loss,0 1,21 49,1 0,0 0,UFC 66: Liddell vs Ortiz 2,,KO/TKO Punches,3,3:59
Tito Ortiz,Ken Shamrock,win,0 0,18 0,1 0,0 0,Ortiz vs Shamrock 3: The Final Chapter,"October. 10, 2006",KO/TKO Punches,1,2:23
Tito Ortiz,Ken Shamrock,win,0 0,11 0,1 0,0 0,UFC 61: Bitter Rivals,"July. 8, 2006",KO/TKO Elbows,1,1:18
Tito Ortiz,Forrest Griffin,win,0 0,61 58,3 0,0 0,UFC 59: Reality Check,"April. 15, 2006",S-DEC,3,5:00
Tito Ortiz,Vitor Belfort,win,0 0,27 19,4 0,0 1,UFC 51: Super Saturday,"February. 5, 2005",S-DEC,3,5:00
Tito Ortiz,Patrick Cote,win,0 0,45 11,2 0,0 0,UFC 50: The War Of '04,"October. 22, 2004",U-DEC,3,5:00
Tito Ortiz,Chuck Liddell,loss,0 1,13 23,0 0,0 0,UFC 47: It's On!,"April. 2, 2004",KO/TKO Punches,2,0:38
Tito Ortiz,Randy Couture,loss,0 0,16 88,2 8,0 0,UFC 44: Undisputed,,U-DEC,5,5:00
Tito Ortiz,Ken Shamrock,win,0 0,74 12,3 0,1 0,UFC 40: Vendetta,,KO/TKO,3,5:00
Tito Ortiz,Vladimir Matyushenko,win,0 0,64 19,5 1,0 0,UFC 33: Victory in Vegas,,U-DEC,5,5:00
Tito Ortiz,Elvis Sinosic,win,0 0,35 3,1 0,0 0,UFC 32: Showdown in the Meadowlands,,KO/TKO Elbows,1,3:32
Tito Ortiz,Evan Tanner,win,0 0,7 0,1 0,0 0,UFC 30: Battle on the Boardwalk,,KO/TKO Slam,1,0:32
Tito Ortiz,Yuki Kondo,win,0 1,16 2,2 0,2 0,UFC 29: Defense of the Belts,,SUB Neck Crank,1,1:52
Tito Ortiz,Wanderlei Silva,win,1 0,20 10,4 0,0 0,UFC 25: Ultimate Japan 3,,U-DEC,5,5:00
Tito Ortiz,Frank Shamrock,loss,0 0,20 31,8 0,0 1,UFC 22: Only One Can be Champion,,KO/TKO Punches,4,4:42
Tito Ortiz,Guy Mezger,win,0 0,26 2,2 0,0 3,UFC 19: Ultimate Young Guns,"March. 5, 1999",KO/TKO Punches,1,9:56
Tito Ortiz,Jerry Bohlander,win,0 0,37 9,6 0,0 0,UFC 18: The Road to the Heavyweight Title,"January. 8, 1999",KO/TKO,2,2:31
Tito Ortiz,Guy Mezger,loss,0 0,5 0,1 0,0 1,UFC 13: The Ultimate Force,,SUB Guillotine Choke,1,2:00
Tito Ortiz,Wes Albritton,win,0 0,21 0,1 0,0 0,UFC 13: The Ultimate Force,"May. 30, 1997",KO/TKO Punches,1,0:31
Jorge Ortiz,Eugene Jackson,loss,0 0,53 42,0 1,0 1,Strikeforce - Shamrock vs. Gracie,"March. 10, 2006",U-DEC,3,5:00
Dustin Ortiz,Joseph Benavidez,loss,0 1,49 21,3 7,0 0,UFC Fight Night: Cejudo vs. Dillashaw,"January. 19, 2019",U-DEC,3,5:00
Dustin Ortiz,Matheus Nicolau,win,1 0,8 7,0 0,0 0,UFC Fight Night: Alvarez vs. Poirier 2,"July. 28, 2018",KO/TKO Kick,1,3:49
Dustin Ortiz,Alexandre Pantoja,win,0 0,36 19,7 1,0 2,UFC 220: Miocic vs. Ngannou,"January. 20, 2018",U-DEC,3,5:00
Dustin Ortiz,Hector Sandoval,win,1 0,8 1,0 0,0 0,UFC Fight Night: Pettis vs. Moreno,"August. 5, 2017",KO/TKO Punch,1,0:15
Dustin Ortiz,Brandon Moreno,loss,0 1,16 24,4 0,0 2,UFC Fight Night: Swanson vs. Lobov,"April. 22, 2017",SUB Rear Naked Choke,2,4:06
Dustin Ortiz,Zach Makovsky,win,0 0,34 21,4 4,0 1,UFC 206: Holloway vs. Pettis,"December. 10, 2016",S-DEC,3,5:00
Dustin Ortiz,Jussier Formiga,loss,0 0,13 8,0 1,0 2,UFC Fight Night: Cyborg vs. Lansberg,"September. 24, 2016",U-DEC,3,5:00
Dustin Ortiz,Wilson Reis,loss,0 0,45 48,1 9,0 0,UFC on FOX: Johnson vs. Bader,"January. 30, 2016",U-DEC,3,5:00
Dustin Ortiz,Willie Gates,win,0 0,92 13,4 0,1 0,UFC Fight Night: Teixeira vs Saint Preux,"August. 8, 2015",KO/TKO Punches,3,2:58
Dustin Ortiz,Joseph Benavidez,loss,0 0,37 94,2 2,0 0,UFC Fight Night: Edgar vs Swanson,"November. 22, 2014",U-DEC,3,5:00
Dustin Ortiz,Justin Scoggins,win,0 0,39 24,2 5,0 3,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"July. 6, 2014",S-DEC,3,5:00
Dustin Ortiz,Ray Borg,win,0 0,46 12,2 5,0 2,UFC on FOX: Werdum vs Browne,"April. 19, 2014",S-DEC,3,5:00
