reach_diff,age_diff,height_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,wins_total_diff,losses_total_diff,target
0.0,1.0,-7.6200000000000045,-2.6800000000000006,-0.3800000000000003,-0.0499999999999999,0.0799999999999999,3.24,0.02,0.0999999999999999,-0.6,6,3,0
12.700000000000015,4.0,5.079999999999984,0.33,-0.4499999999999997,0.0899999999999999,0.07,0.8599999999999999,0.18,0.24,0.2,1,5,0
-2.539999999999992,13.0,-2.539999999999992,-2.35,-0.8199999999999994,-0.0199999999999999,0.0499999999999999,0.38,0.36,0.16,0.2,23,22,0
10.159999999999997,3.0,5.079999999999984,-0.0500000000000002,1.0299999999999998,-0.12,0.03,-3.28,0.1399999999999999,-0.35,-2.7,0,3,0
0.0,2.0,2.539999999999992,1.5499999999999998,-0.9700000000000002,0.08,0.2199999999999999,0.84,0.33,0.5,0.8,2,-3,1
-5.079999999999984,-5.0,5.0800000000000125,0.5599999999999996,0.0699999999999998,0.1199999999999999,-0.04,3.59,0.0099999999999999,0.0599999999999999,0.1999999999999999,-7,-4,1
10.159999999999997,8.0,15.23999999999998,-3.72,2.3500000000000005,-0.18,-0.2899999999999999,-1.56,-0.5,-1.0,4.2,4,7,0
-7.619999999999976,7.0,-15.240000000000007,-7.1899999999999995,-4.669999999999999,-0.23,0.04,0.0,0.0,0.82,0.0,8,4,1
-10.159999999999997,-12.0,-5.0800000000000125,3.83,-2.950000000000001,-0.01,0.19,-2.01,0.0899999999999999,0.78,0.0,-3,-6,1
5.0800000000000125,-4.0,7.6200000000000045,-1.13,-0.6400000000000001,0.15,-0.01,-2.54,-0.0999999999999999,0.0299999999999999,0.2,5,-1,1
-2.539999999999992,2.0,-10.159999999999997,-0.0099999999999997,0.48,0.13,0.0399999999999999,1.7300000000000002,-0.12,0.27,-0.1,11,-2,1
5.0800000000000125,-12.0,2.539999999999992,0.0099999999999997,-0.6199999999999997,0.1499999999999999,-0.03,1.23,-0.12,0.35,1.8,1,-7,1
7.6200000000000045,11.0,2.539999999999992,-0.1899999999999995,0.71,-0.07,0.14,-0.59,0.0999999999999999,0.1099999999999999,-0.7000000000000001,5,7,0
0.0,10.0,-10.160000000000023,1.7400000000000002,2.9800000000000004,-0.2199999999999999,0.03,-2.54,-0.0399999999999999,0.13,-1.5,3,1,1
0.0,1.0,-7.6200000000000045,-1.6100000000000003,-0.5600000000000005,0.0999999999999999,-0.0799999999999999,0.31,0.08,0.15,0.3,-4,-5,1
2.539999999999992,7.0,10.159999999999997,-1.0999999999999996,1.5499999999999998,-0.16,0.0799999999999999,-1.06,0.0499999999999999,0.0799999999999999,0.2,-2,1,1
-2.539999999999992,-5.0,5.0800000000000125,-0.33,-0.7299999999999995,-0.0099999999999999,0.0599999999999999,-0.6399999999999999,-0.0699999999999999,0.2,-0.7,-10,-10,1
5.079999999999984,-4.0,0.0,4.140000000000001,2.0699999999999994,0.14,0.04,1.13,-0.17,-0.13,0.2999999999999999,-8,-6,0
7.6200000000000045,0.0,0.0,0.06,0.4099999999999997,-0.06,0.0,-1.13,-0.0399999999999999,-0.05,1.8,-1,-3,1
7.6200000000000045,0.0,0.0,-1.1999999999999995,-1.21,-0.0999999999999999,0.06,2.16,0.47,0.2899999999999999,0.3,9,8,1
-2.539999999999992,-2.0,0.0,2.54,0.9699999999999998,0.08,0.12,-0.27,0.1099999999999999,0.0,-0.2,1,1,0
